Label,Value,Date
"Groceries",-80.85,"1987-12-08 05:23:39"
"Car Insurance",-4.58,"1989-05-21 10:52:53"
"Rent",-36.90,"2003-04-08 14:27:02"
"Car Insurance",-114.42,"1972-09-12 01:45:41"
"Groceries",-26.61,"2000-03-29 07:12:49"
"Utility Bill",-23.25,"1994-09-26 00:05:39"
"Rent",-110.27,"1979-08-31 00:52:43"
"Rent",-140.93,"1979-12-13 21:10:57"
"Groceries",-177.19,"2020-03-23 11:10:40"
"Utility Bill",-62.23,"2012-06-10 18:49:05"
"Lottery",925.86,"1996-06-20 00:05:19"
"Groceries",-26.30,"1970-11-24 20:16:05"
"Groceries",-170.51,"2014-02-26 16:50:48"
"Utility Bill",-198.24,"1982-09-14 13:21:35"
"Groceries",-136.31,"1994-08-07 15:32:22"
"Groceries",-10.15,"1996-02-19 00:42:51"
"Utility Bill",-240.10,"1991-12-01 15:25:17"
"Car Insurance",-81.86,"1995-12-11 14:14:55"
"Salary",640.86,"1972-03-05 03:22:14"
"Groceries",-215.13,"1987-08-03 19:39:48"
"Salary",635.54,"2009-03-06 15:53:48"
"Utility Bill",-99.70,"2001-01-23 08:53:53"
"Rent",-178.10,"1998-02-26 06:19:02"
"Car Insurance",-53.94,"1978-11-07 08:18:55"
"Utility Bill",-48.15,"2015-07-21 09:45:15"
"Refund",128.06,"2002-03-29 12:27:19"
"Car Insurance",-47.18,"2003-01-08 22:58:01"
"Rent",-217.81,"1996-01-17 15:27:33"
"Groceries",-103.46,"2005-09-27 12:04:38"
"Utility Bill",-190.49,"2017-11-16 06:55:56"
"Refund",331.48,"1991-12-14 01:43:21"
"Groceries",-127.32,"1973-08-10 20:22:36"
"Rent",-137.29,"2019-12-04 13:58:20"
"Groceries",-169.71,"1983-08-25 05:32:33"
"Rent",-206.10,"2018-08-02 03:04:20"
"Lottery",284.37,"1987-04-18 08:30:51"
"Groceries",-51.36,"2000-11-19 02:16:27"
"Rent",-124.40,"1987-01-18 19:26:13"
"Utility Bill",-193.23,"1987-06-01 10:07:40"
"Car Insurance",-57.65,"1987-01-05 07:00:17"
"Utility Bill",-89.06,"1991-08-17 12:02:03"
"Utility Bill",-222.61,"1999-11-24 23:10:09"
"Car Insurance",-88.74,"2014-08-23 18:35:29"
"Groceries",-145.06,"1996-07-06 18:24:58"
"Rent",-173.85,"1982-10-02 22:25:18"
"Car Insurance",-214.84,"1991-07-17 17:43:16"
"Refund",158.91,"1998-11-11 14:19:40"
"Lottery",864.93,"1972-05-10 11:58:13"
"Rent",-201.95,"1995-03-04 15:18:11"
"Car Insurance",-18.13,"1975-07-13 21:32:48"
"Utility Bill",-109.08,"1972-12-16 03:11:47"
"Salary",746.25,"1991-06-17 04:12:24"
"Refund",374.02,"1993-10-11 16:08:07"
"Rent",-93.02,"2006-06-17 13:40:59"
"Rent",-16.10,"1981-02-11 11:06:18"
"Car Insurance",-244.67,"2001-09-24 02:10:09"
"Refund",984.29,"1997-08-15 09:22:26"
"Lottery",242.50,"1997-05-07 03:56:11"
"Refund",57.69,"2005-10-25 15:43:25"
"Car Insurance",-211.56,"1989-03-09 01:18:25"
"Utility Bill",-187.99,"1973-02-12 02:16:12"
"Car Insurance",-112.60,"1975-03-14 08:41:32"
"Rent",-217.10,"2012-03-30 18:16:23"
"Refund",201.23,"1988-02-14 00:11:50"
"Groceries",-107.84,"2012-03-19 21:08:00"
"Groceries",-179.69,"1984-01-15 01:06:46"
"Utility Bill",-8.42,"1998-11-02 20:48:26"
"Refund",535.55,"2003-07-06 08:57:03"
"Rent",-138.42,"1983-02-25 03:09:41"
"Utility Bill",-162.42,"2013-04-01 18:05:13"
"Car Insurance",-56.01,"1970-08-22 05:22:51"
"Lottery",532.64,"1974-02-24 08:28:25"
"Car Insurance",-163.02,"1994-07-31 08:24:17"
"Utility Bill",-193.17,"1992-10-14 01:25:48"
"Utility Bill",-180.48,"2012-04-16 16:23:39"
"Groceries",-8.08,"2017-10-10 05:32:29"
"Car Insurance",-126.62,"2004-06-08 02:10:00"
"Rent",-85.21,"1987-04-29 16:27:02"
"Rent",-162.20,"2015-07-07 18:52:31"
"Car Insurance",-203.92,"1982-04-14 01:55:29"
"Rent",-96.09,"2008-07-11 07:12:31"
"Rent",-41.80,"1999-01-28 17:09:33"
"Rent",-136.96,"1989-02-27 02:44:25"
"Car Insurance",-18.10,"1999-10-15 03:18:35"
"Refund",660.43,"1975-09-01 08:28:30"
"Groceries",-91.49,"2004-09-20 14:57:18"
"Car Insurance",-47.52,"2005-01-30 14:17:22"
"Car Insurance",-31.10,"1973-09-07 03:28:36"
"Groceries",-187.67,"1990-06-29 09:48:13"
"Car Insurance",-140.78,"1970-05-22 05:52:01"
"Rent",-191.66,"2006-08-07 14:32:21"
"Groceries",-2.74,"2015-02-15 03:05:51"
"Groceries",-100.22,"1974-10-27 12:31:10"
"Rent",-241.79,"1998-03-23 22:47:21"
"Groceries",-227.77,"2003-07-06 11:42:23"
"Salary",965.32,"1993-07-21 12:40:04"
"Rent",-95.97,"1976-01-26 10:21:35"
"Rent",-37.62,"2016-02-14 10:36:55"
"Groceries",-205.70,"1984-01-01 01:15:35"
"Rent",-147.79,"2009-02-15 22:45:32"
"Utility Bill",-247.24,"1971-08-01 19:04:58"
"Utility Bill",-194.94,"1990-05-29 11:54:59"
"Rent",-222.37,"1982-06-08 11:26:10"
"Groceries",-159.45,"1992-12-22 07:51:30"
"Car Insurance",-83.86,"1997-01-23 21:33:04"
"Groceries",-134.98,"1975-10-13 05:10:02"
"Groceries",-162.83,"2016-06-29 03:25:01"
"Groceries",-98.66,"1987-08-14 01:13:41"
"Utility Bill",-114.19,"1999-07-11 20:21:12"
"Car Insurance",-235.48,"1998-04-30 22:21:26"
"Utility Bill",-153.43,"2016-10-16 15:36:52"
"Groceries",-239.02,"1976-04-14 15:57:40"
"Groceries",-55.79,"1976-09-05 19:58:23"
"Car Insurance",-105.71,"1976-07-23 12:50:47"
"Lottery",495.86,"1997-03-18 09:14:04"
"Lottery",752.17,"1994-02-28 20:05:53"
"Utility Bill",-119.74,"2004-04-03 04:01:04"
"Car Insurance",-215.38,"1990-11-23 20:28:28"
"Groceries",-141.55,"2007-07-20 06:03:59"
"Car Insurance",-203.21,"1993-11-05 23:09:21"
"Utility Bill",-164.20,"2008-10-10 18:05:29"
"Refund",53.08,"2002-02-02 04:03:41"
"Car Insurance",-2.16,"1984-06-18 11:05:46"
"Utility Bill",-182.28,"1974-12-03 09:49:55"
"Groceries",-44.05,"2006-11-14 17:20:03"
"Utility Bill",-199.69,"1996-05-16 14:58:30"
"Rent",-91.17,"1982-08-07 08:25:41"
"Utility Bill",-237.30,"1976-08-29 04:56:30"
"Car Insurance",-144.42,"1980-12-10 09:35:09"
"Rent",-189.01,"2012-12-18 16:50:31"
"Utility Bill",-156.42,"1972-01-26 23:26:53"
"Utility Bill",-10.03,"1976-05-18 00:39:45"
"Car Insurance",-54.12,"1999-07-07 06:30:53"
"Groceries",-237.51,"1996-10-08 00:42:34"
"Car Insurance",-132.72,"1994-01-24 08:18:01"
"Rent",-244.76,"2002-02-21 08:26:31"
"Lottery",40.44,"2003-12-19 05:04:46"
"Rent",-114.55,"1979-08-29 19:20:04"
"Groceries",-211.47,"1996-01-20 20:48:21"
"Car Insurance",-113.31,"1971-06-22 02:00:39"
"Rent",-5.16,"1987-09-25 01:04:29"
"Utility Bill",-172.74,"1999-07-08 16:32:06"
"Rent",-96.68,"2019-02-03 03:26:16"
"Car Insurance",-206.96,"2001-04-17 19:55:56"
"Utility Bill",-237.03,"1978-09-20 11:09:10"
"Rent",-217.98,"2008-05-27 17:11:02"
"Utility Bill",-28.45,"2010-12-26 00:44:09"
"Refund",665.10,"1978-06-28 20:56:15"
"Car Insurance",-238.02,"1999-05-17 21:03:11"
"Utility Bill",-239.31,"2019-02-04 06:43:13"
"Rent",-63.48,"2003-10-29 16:38:56"
"Lottery",638.08,"2013-02-20 08:08:49"
"Salary",992.32,"1999-08-08 18:36:13"
"Car Insurance",-11.14,"2006-01-04 10:06:35"
"Groceries",-236.11,"1982-12-11 07:12:44"
"Car Insurance",-9.54,"1973-02-06 12:35:14"
"Car Insurance",-133.23,"1982-04-26 19:20:58"
"Car Insurance",-23.57,"1992-09-19 12:18:02"
"Utility Bill",-86.82,"1971-06-11 13:04:13"
"Rent",-44.48,"1978-08-25 14:32:31"
"Utility Bill",-24.47,"1987-09-27 07:56:46"
"Refund",701.29,"1975-02-22 14:14:54"
"Salary",940.36,"1988-11-28 11:29:49"
"Utility Bill",-82.40,"2010-12-18 07:59:25"
"Car Insurance",-225.43,"1991-04-25 12:11:18"
"Utility Bill",-169.80,"1980-08-19 05:48:59"
"Groceries",-14.99,"1976-09-22 19:28:03"
"Rent",-59.19,"1985-03-10 09:05:59"
"Utility Bill",-79.60,"1997-09-25 19:34:55"
"Utility Bill",-137.15,"1990-12-25 16:35:58"
"Utility Bill",-36.75,"1993-06-09 21:14:34"
"Car Insurance",-245.50,"1973-05-23 06:07:33"
"Groceries",-165.41,"1985-06-03 16:54:58"
"Groceries",-39.49,"2008-06-28 15:34:00"
"Car Insurance",-163.29,"2012-10-17 09:49:16"
"Utility Bill",-179.18,"2010-05-18 17:37:35"
"Groceries",-104.00,"2004-02-07 01:04:22"
"Lottery",586.13,"2010-11-27 02:02:23"
"Car Insurance",-207.77,"1970-01-05 05:43:05"
"Refund",10.96,"2019-08-21 11:33:24"
"Utility Bill",-178.05,"1980-02-22 19:27:50"
"Car Insurance",-7.97,"1998-02-08 14:43:49"
"Utility Bill",-99.88,"2005-04-07 23:12:02"
"Groceries",-224.95,"1992-06-08 11:40:15"
"Utility Bill",-165.64,"2015-03-02 00:12:11"
"Car Insurance",-14.54,"1989-04-19 04:33:22"
"Rent",-131.33,"2012-09-21 01:19:36"
"Rent",-69.88,"2018-11-02 17:01:09"
"Rent",-249.21,"1973-01-05 14:38:17"
"Groceries",-34.92,"1994-04-22 01:43:48"
"Car Insurance",-61.55,"1981-08-08 05:06:15"
"Utility Bill",-149.23,"2004-04-05 00:22:15"
"Groceries",-10.24,"1996-09-12 01:54:10"
"Car Insurance",-28.06,"1972-07-05 07:33:25"
"Utility Bill",-213.19,"1984-07-23 21:09:03"
"Rent",-15.90,"1999-02-19 08:12:24"
"Rent",-121.71,"1988-03-17 15:38:45"
"Car Insurance",-238.40,"1986-06-20 04:50:54"
"Groceries",-89.46,"1997-10-24 04:46:12"
"Utility Bill",-126.26,"1994-03-15 19:41:05"
"Car Insurance",-194.81,"2003-01-21 22:06:21"
"Rent",-174.81,"2009-06-27 06:51:16"
"Car Insurance",-27.66,"1996-04-06 04:12:53"
"Refund",568.93,"1973-11-30 05:36:45"
"Groceries",-68.76,"1976-10-28 08:53:45"
"Groceries",-41.73,"1981-01-28 14:01:30"
"Utility Bill",-25.50,"1997-01-23 21:07:18"
"Groceries",-196.73,"2015-05-13 15:00:51"
"Lottery",553.80,"1993-08-19 16:06:23"
"Car Insurance",-62.80,"1980-05-09 05:45:12"
"Utility Bill",-146.36,"2000-10-07 05:30:22"
"Lottery",99.45,"1977-08-27 23:06:03"
"Car Insurance",-81.26,"2008-10-02 01:24:41"
"Rent",-172.48,"1972-06-21 13:44:53"
"Salary",426.42,"2002-04-16 07:26:24"
"Car Insurance",-1.64,"2014-06-12 05:18:36"
"Groceries",-198.33,"1991-07-08 04:56:33"
"Salary",829.98,"2005-08-24 10:49:22"
"Refund",382.76,"2010-06-03 20:18:17"
"Rent",-222.95,"1977-10-11 14:40:31"
"Car Insurance",-186.26,"1975-02-18 00:32:36"
"Rent",-216.85,"1984-04-30 01:44:36"
"Rent",-160.26,"1976-01-08 18:45:26"
"Rent",-49.54,"1976-09-01 05:07:49"
"Lottery",441.06,"1978-11-10 20:25:05"
"Utility Bill",-194.14,"1988-11-27 11:42:55"
"Rent",-151.68,"2005-01-16 14:17:37"
"Groceries",-140.93,"1987-04-23 16:19:00"
"Refund",224.45,"1975-11-28 16:49:35"
"Refund",840.75,"1995-04-06 07:03:13"
"Lottery",454.59,"1996-04-24 15:27:26"
"Lottery",637.89,"2012-03-14 12:24:28"
"Car Insurance",-123.02,"2014-03-04 13:22:59"
"Utility Bill",-199.13,"1970-09-05 19:07:22"
"Utility Bill",-11.33,"1971-11-19 04:37:21"
"Rent",-46.41,"1997-06-22 03:38:14"
"Rent",-142.57,"2007-11-09 06:34:27"
"Utility Bill",-189.83,"1994-02-18 02:04:44"
"Rent",-152.84,"2010-04-18 21:20:12"
"Rent",-6.62,"1986-11-14 15:17:43"
"Utility Bill",-57.82,"1971-12-10 00:19:43"
"Car Insurance",-64.59,"1981-04-30 07:31:52"
"Utility Bill",-130.16,"2011-08-26 04:04:32"
"Groceries",-116.12,"1987-06-27 11:28:16"
"Car Insurance",-176.94,"2012-07-21 02:49:31"
"Refund",668.32,"1991-07-26 09:37:41"
"Salary",844.59,"1972-04-03 21:06:51"
"Groceries",-36.31,"1984-10-13 01:07:36"
"Refund",32.41,"1998-05-14 01:30:00"
"Car Insurance",-236.23,"1976-08-27 03:45:01"
"Utility Bill",-111.99,"2005-07-16 06:36:20"
"Car Insurance",-249.52,"1978-02-22 15:50:26"
"Groceries",-44.90,"2019-08-20 02:53:43"
"Groceries",-183.40,"1990-09-24 14:45:07"
"Rent",-80.54,"1977-08-08 11:39:02"
"Car Insurance",-249.68,"1993-07-25 07:01:54"
"Utility Bill",-79.16,"2008-11-02 18:54:31"
"Utility Bill",-230.37,"1986-09-09 02:59:29"
"Groceries",-93.00,"1980-03-30 10:51:34"
"Groceries",-126.04,"1995-05-17 08:29:19"
"Groceries",-70.99,"2012-01-31 19:38:42"
"Rent",-74.83,"2018-10-29 06:13:10"
"Groceries",-177.18,"1974-04-22 18:25:40"
"Utility Bill",-249.54,"1997-09-18 22:30:07"
"Salary",864.76,"2010-10-21 02:26:15"
"Refund",806.50,"1973-11-19 06:02:02"
"Utility Bill",-53.48,"2010-08-09 15:58:21"
"Groceries",-179.10,"2000-09-10 18:40:48"
"Salary",913.80,"1971-10-26 12:18:48"
"Utility Bill",-132.83,"1987-08-26 08:47:25"
"Utility Bill",-90.72,"2017-04-16 08:52:31"
"Rent",-206.04,"1984-07-14 17:40:21"
"Rent",-144.30,"1973-11-28 09:03:49"
"Car Insurance",-187.98,"2007-01-20 02:55:04"
"Utility Bill",-2.89,"2007-11-14 14:45:17"
"Rent",-64.96,"1970-04-11 15:47:18"
"Car Insurance",-164.68,"1989-11-23 22:44:30"
"Lottery",93.24,"2016-07-07 08:37:01"
"Rent",-158.76,"2003-04-27 19:42:49"
"Car Insurance",-189.95,"1983-04-07 15:10:08"
"Utility Bill",-69.13,"1984-01-23 19:16:15"
"Utility Bill",-9.32,"1974-04-13 08:26:51"
"Groceries",-179.28,"1996-01-09 01:49:31"
"Groceries",-35.71,"1986-12-13 13:24:11"
"Car Insurance",-91.88,"1985-09-29 10:04:52"
"Rent",-135.02,"2014-04-05 12:17:58"
"Rent",-205.34,"1983-01-27 09:06:52"
"Car Insurance",-2.62,"1993-11-05 21:01:52"
"Groceries",-2.68,"1990-09-04 02:06:31"
"Rent",-183.34,"2011-07-28 08:19:35"
"Utility Bill",-101.76,"2014-10-20 13:46:21"
"Utility Bill",-187.01,"2009-08-12 14:18:31"
"Car Insurance",-240.35,"2015-11-17 14:54:02"
"Utility Bill",-160.36,"1972-06-08 12:34:48"
"Utility Bill",-223.46,"1980-01-04 21:07:57"
"Utility Bill",-42.52,"2000-08-06 06:49:46"
"Utility Bill",-150.63,"2007-03-07 17:15:57"
"Utility Bill",-201.33,"2004-09-13 16:44:51"
"Rent",-40.97,"1980-06-07 05:19:36"
"Car Insurance",-229.87,"2006-02-13 16:45:40"
"Salary",348.55,"2011-11-10 12:35:30"
"Groceries",-58.44,"1983-09-25 15:23:56"
"Refund",85.66,"1996-11-01 15:44:02"
"Lottery",362.14,"1996-10-09 06:45:16"
"Utility Bill",-228.93,"2008-06-05 15:54:02"
"Car Insurance",-101.21,"2006-08-14 07:55:00"
"Car Insurance",-92.51,"2011-10-13 05:20:12"
"Car Insurance",-109.98,"2006-10-02 13:26:25"
"Groceries",-74.21,"2015-02-07 12:19:13"
"Utility Bill",-19.62,"2018-04-04 07:54:02"
"Car Insurance",-205.39,"1995-01-22 05:06:06"
"Utility Bill",-101.49,"1982-04-05 07:37:24"
"Car Insurance",-51.12,"1989-04-05 01:36:27"
"Groceries",-187.90,"1985-11-22 23:45:26"
"Utility Bill",-113.40,"2019-07-12 22:31:51"
"Car Insurance",-11.43,"1978-10-01 14:17:26"
"Utility Bill",-44.64,"1997-08-13 12:39:15"
"Utility Bill",-28.20,"1984-01-18 12:26:25"
"Rent",-245.77,"1977-08-13 10:30:12"
"Rent",-18.31,"2006-01-04 17:11:33"
"Groceries",-9.48,"1994-02-21 14:35:58"
"Car Insurance",-61.65,"1991-05-18 19:11:00"
"Groceries",-102.50,"2013-03-08 22:59:55"
"Groceries",-149.85,"1986-03-30 02:01:25"
"Car Insurance",-80.35,"2003-05-23 18:27:26"
"Car Insurance",-67.37,"2006-07-18 23:14:41"
"Car Insurance",-166.69,"1997-03-14 08:58:55"
"Car Insurance",-104.92,"1998-09-15 01:19:59"
"Car Insurance",-42.37,"1995-11-01 17:59:46"
"Utility Bill",-173.76,"1991-11-30 20:38:08"
"Car Insurance",-170.66,"1985-07-07 06:54:27"
"Groceries",-184.53,"2005-07-24 01:55:23"
"Salary",598.61,"1990-10-16 01:26:26"
"Utility Bill",-242.56,"1992-06-16 06:53:58"
"Groceries",-81.47,"1981-12-01 20:46:11"
"Utility Bill",-57.18,"1993-03-23 21:21:52"
"Car Insurance",-163.04,"2013-12-12 01:04:01"
"Refund",831.98,"1985-06-06 07:14:12"
"Car Insurance",-147.83,"1974-06-02 11:54:57"
"Groceries",-101.21,"2018-12-26 03:33:03"
"Rent",-195.42,"2015-08-14 19:48:22"
"Groceries",-133.34,"2017-12-14 17:11:28"
"Rent",-170.38,"1984-01-17 13:56:20"
"Car Insurance",-231.45,"2002-12-17 20:08:59"
"Groceries",-4.81,"1988-04-14 18:35:48"
"Utility Bill",-205.98,"2004-03-30 09:56:06"
"Car Insurance",-181.77,"2000-06-02 19:41:20"
"Utility Bill",-77.93,"1971-02-14 05:41:28"
"Groceries",-90.39,"2000-11-09 23:13:04"
"Utility Bill",-178.39,"1997-02-03 15:14:48"
"Refund",654.31,"1996-03-21 08:16:07"
"Groceries",-37.39,"1995-01-14 12:04:27"
"Utility Bill",-150.17,"1992-07-12 02:25:30"
"Rent",-25.83,"1997-06-07 18:39:08"
"Rent",-105.56,"1996-10-06 15:06:04"
"Groceries",-105.86,"1984-04-09 08:37:05"
"Salary",375.36,"2011-06-21 08:07:00"
"Groceries",-224.72,"1982-05-22 01:57:30"
"Lottery",649.64,"2015-09-03 14:36:13"
"Groceries",-109.86,"2006-10-26 19:17:51"
"Car Insurance",-149.16,"2013-10-17 15:37:05"
"Groceries",-125.31,"1998-05-15 02:13:14"
"Utility Bill",-163.04,"2014-06-01 12:46:05"
"Utility Bill",-98.98,"2014-07-04 18:50:04"
"Rent",-248.83,"1983-03-16 14:22:30"
"Refund",482.20,"1980-04-01 12:31:08"
"Utility Bill",-69.48,"1983-08-13 09:05:42"
"Refund",141.78,"1997-01-13 06:10:02"
"Car Insurance",-124.24,"1991-05-05 23:09:09"
"Rent",-236.75,"1978-03-26 15:52:50"
"Rent",-17.82,"1970-01-19 14:44:56"
"Rent",-85.23,"1984-02-21 15:00:09"
"Utility Bill",-227.45,"1972-07-30 23:56:30"
"Salary",377.88,"1977-03-05 11:32:17"
"Lottery",925.06,"1997-05-28 07:58:35"
"Salary",226.94,"2007-07-21 09:54:25"
"Utility Bill",-123.26,"1980-02-06 14:47:40"
"Utility Bill",-54.73,"2002-03-10 05:25:23"
"Groceries",-120.12,"2003-10-31 08:48:32"
"Rent",-177.56,"1986-06-12 17:06:03"
"Utility Bill",-173.44,"1978-06-21 07:25:45"
"Utility Bill",-148.83,"2009-05-19 19:10:48"
"Car Insurance",-33.78,"1988-08-05 05:14:06"
"Groceries",-85.25,"1975-05-09 23:18:10"
"Rent",-242.07,"2011-12-24 19:31:53"
"Refund",235.65,"2010-11-29 02:09:04"
"Lottery",595.05,"1997-10-14 03:30:30"
"Rent",-56.22,"1979-09-15 12:28:58"
"Car Insurance",-102.07,"1979-09-18 15:25:17"
"Rent",-248.46,"1992-09-23 09:49:01"
"Car Insurance",-42.50,"1983-11-08 06:55:34"
"Utility Bill",-163.31,"1987-12-20 22:44:40"
"Utility Bill",-110.66,"1982-03-06 00:34:07"
"Utility Bill",-119.52,"2003-03-12 04:27:43"
"Groceries",-100.40,"1976-12-12 12:53:55"
"Utility Bill",-62.10,"2017-07-08 22:47:38"
"Car Insurance",-86.27,"1991-06-20 02:47:01"
"Lottery",757.99,"1976-06-18 19:20:59"
"Groceries",-195.39,"1983-06-13 00:08:49"
"Refund",970.98,"1994-12-06 15:55:55"
"Rent",-138.56,"1975-08-30 10:56:44"
"Rent",-79.62,"2012-06-19 22:46:20"
"Utility Bill",-194.31,"2000-10-23 01:46:05"
"Lottery",221.37,"1984-09-24 02:38:18"
"Groceries",-195.01,"2012-03-19 21:34:06"
"Utility Bill",-29.47,"2010-04-20 11:02:04"
"Groceries",-182.52,"2007-01-07 04:33:11"
"Car Insurance",-200.51,"1991-07-05 06:16:33"
"Utility Bill",-35.05,"1983-11-05 18:56:01"
"Lottery",449.37,"2015-03-23 18:32:38"
"Rent",-142.55,"2020-02-22 12:47:56"
"Groceries",-144.56,"1975-07-23 11:29:12"
"Utility Bill",-42.56,"2017-01-14 08:40:59"
"Utility Bill",-71.30,"2014-07-21 06:56:42"
"Groceries",-22.65,"2004-11-03 09:27:57"
"Refund",68.63,"2006-05-07 14:13:28"
"Groceries",-26.14,"1976-11-09 21:27:08"
"Utility Bill",-137.59,"1999-09-28 06:35:56"
"Rent",-111.73,"2000-04-10 10:48:07"
"Groceries",-98.26,"1994-09-24 02:36:25"
"Rent",-226.97,"1988-09-23 02:35:46"
"Salary",588.45,"2003-08-31 19:37:16"
"Utility Bill",-67.91,"2015-12-04 05:35:13"
"Car Insurance",-176.78,"2004-06-08 23:18:27"
"Groceries",-16.11,"2003-07-13 09:15:43"
"Car Insurance",-160.92,"1987-11-14 22:25:43"
"Rent",-38.93,"2020-03-23 07:38:22"
"Utility Bill",-246.97,"1976-05-09 10:32:55"
"Rent",-146.90,"2018-05-25 09:09:53"
"Utility Bill",-244.74,"1983-03-31 17:32:04"
"Car Insurance",-235.29,"1977-02-01 15:15:56"
"Rent",-35.60,"2004-04-12 11:29:11"
"Rent",-249.05,"2017-07-21 01:40:19"
"Groceries",-107.64,"2004-09-13 06:09:20"
"Groceries",-128.93,"1975-05-27 19:32:54"
"Groceries",-242.22,"1972-10-24 19:54:43"
"Utility Bill",-195.45,"1994-04-02 09:28:56"
"Groceries",-207.44,"2005-09-03 13:51:12"
"Groceries",-138.40,"2000-02-04 18:13:00"
"Utility Bill",-187.80,"2003-05-30 18:18:51"
"Car Insurance",-70.02,"2011-09-26 13:16:42"
"Groceries",-63.24,"1977-05-14 22:25:05"
"Refund",325.33,"2004-04-03 12:00:29"
"Salary",842.77,"2007-12-25 18:28:46"
"Lottery",220.36,"2016-10-24 21:46:58"
"Rent",-40.05,"1992-10-08 16:40:42"
"Rent",-23.94,"2008-01-10 16:57:11"
"Car Insurance",-48.72,"1970-01-28 18:20:58"
"Salary",456.16,"1977-10-25 07:37:15"
"Rent",-213.29,"1979-11-25 09:56:31"
"Groceries",-103.19,"1980-08-15 09:22:37"
"Utility Bill",-178.05,"1977-07-27 07:28:20"
"Lottery",988.53,"1973-07-15 15:13:47"
"Utility Bill",-106.67,"2006-12-22 10:55:45"
"Car Insurance",-216.73,"2010-01-22 02:31:47"
"Groceries",-138.25,"1993-12-05 05:14:13"
"Utility Bill",-204.74,"1991-07-19 03:00:44"
"Car Insurance",-105.97,"2016-07-20 03:48:22"
"Car Insurance",-159.20,"1971-02-24 21:22:19"
"Utility Bill",-159.17,"2005-12-23 22:44:59"
"Car Insurance",-183.73,"2015-12-06 18:27:44"
"Groceries",-108.42,"1990-05-12 05:50:08"
"Lottery",897.32,"2006-11-03 22:09:22"
"Utility Bill",-59.08,"1975-06-12 17:58:16"
"Groceries",-194.51,"1972-07-31 19:40:45"
"Lottery",263.98,"1992-01-22 11:25:41"
"Groceries",-41.73,"2009-02-17 01:22:10"
"Salary",761.19,"1972-10-22 06:51:42"
"Groceries",-12.95,"1979-01-19 12:03:34"
"Refund",272.37,"1991-11-14 04:50:42"
"Lottery",33.42,"1986-07-22 01:31:03"
"Rent",-25.13,"1977-06-17 06:53:44"
"Car Insurance",-108.78,"2011-05-15 06:38:48"
"Car Insurance",-213.33,"1972-10-14 12:06:22"
"Car Insurance",-111.93,"1984-01-07 06:43:09"
"Rent",-226.09,"2010-03-10 14:07:55"
"Car Insurance",-243.77,"1988-12-22 02:09:18"
"Utility Bill",-128.70,"2011-08-10 06:58:28"
"Groceries",-58.39,"1983-11-26 18:34:31"
"Rent",-204.90,"1975-06-29 07:23:10"
"Utility Bill",-45.25,"2013-04-13 06:38:42"
"Utility Bill",-233.87,"2016-03-24 01:28:46"
"Rent",-29.39,"2000-07-19 05:01:21"
"Rent",-71.47,"1973-03-15 16:42:24"
"Car Insurance",-205.49,"1997-03-06 00:12:43"
"Car Insurance",-111.73,"2005-01-17 19:11:17"
"Groceries",-194.58,"2014-03-27 16:28:03"
"Car Insurance",-104.75,"2007-12-14 21:55:56"
"Utility Bill",-178.90,"1981-05-10 02:40:31"
"Rent",-146.28,"1975-03-25 09:32:23"
"Utility Bill",-200.14,"2015-06-26 00:07:38"
"Salary",124.84,"2008-01-17 20:32:30"
"Car Insurance",-73.21,"1990-11-02 09:41:28"
"Car Insurance",-126.50,"1982-01-07 11:25:05"
"Groceries",-151.12,"1993-10-22 20:35:01"
"Utility Bill",-13.93,"2017-07-17 02:35:28"
"Utility Bill",-76.54,"1970-11-05 18:35:09"
"Car Insurance",-169.39,"2011-12-15 11:53:42"
"Utility Bill",-180.41,"2007-02-16 04:20:04"
"Rent",-210.90,"2001-02-23 12:31:19"
"Groceries",-247.12,"2006-10-16 04:30:14"
"Groceries",-36.09,"1978-05-02 17:02:04"
"Refund",913.54,"2007-09-17 18:15:53"
"Lottery",970.46,"2014-12-14 07:29:28"
"Lottery",386.74,"1984-01-07 01:44:51"
"Groceries",-224.65,"2019-03-24 18:07:22"
"Utility Bill",-158.11,"1995-11-27 18:32:29"
"Rent",-58.60,"2012-02-22 19:18:43"
"Rent",-2.97,"1977-02-27 11:52:10"
"Rent",-61.67,"1974-01-25 17:00:00"
"Car Insurance",-184.86,"1990-03-03 06:15:11"
"Car Insurance",-187.23,"1985-04-16 01:53:42"
"Lottery",394.81,"1978-04-15 12:04:08"
"Groceries",-239.85,"1990-11-07 20:26:17"
"Refund",176.36,"1988-09-20 00:40:47"
"Lottery",160.90,"1993-03-18 10:14:26"
"Refund",697.99,"1994-02-16 01:52:29"
"Utility Bill",-209.69,"1990-08-23 03:13:37"
"Rent",-248.56,"2018-07-29 19:41:54"
"Car Insurance",-239.11,"1984-12-12 18:51:34"
"Rent",-66.93,"1987-10-29 17:43:07"
"Groceries",-89.71,"2000-11-13 02:32:41"
"Car Insurance",-124.84,"1999-10-02 09:19:00"
"Utility Bill",-12.08,"2003-03-19 09:07:06"
"Salary",426.21,"2013-11-26 03:33:07"
"Refund",723.27,"1996-10-11 14:09:31"
"Groceries",-246.51,"2004-09-05 19:07:41"
"Rent",-61.17,"2019-03-23 23:36:33"
"Lottery",170.12,"1974-07-03 04:27:51"
